ref_ID,ref_long,geo_entity_ref,type,subset,taxon_ID,taxon_name,checklist,native_indicated,natural_indicated,end_ref,traits,restricted,proc_date
186,"Thaman, Keppel, Watling, Thaman, Gaunavinaka, Naikatini, Bolaqace, Sekinoco & Masere (2005) Nasoata mangrove island, the PABITRA coastal study site for Viti Levu, Fiji Islands. Pacific Science 59, 193-204.",Nasoata,Checklist,all,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
188,"Marquand (1901) Flora of Guernsey and the lesser Channel Islands. Dulau & Co, London;  UK, 501p.",Channel Islands,Flora,all,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
189,"Lester-Garland (1903) A flora of the islands of Jersey. West, Newman & Co, London;  UK, 205p.",Jersey,Flora,all,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
190,"Sáez & Rosselló (2001) Llibre vermell de la flora vascular de les Illes Balears. Direcció General de Biodiversitat, Conselleria de Medi Ambient, Govern de les Illes Balears, Palma de Mallorca; Spain, 232p.",Balearic Islands,Red list,endangered,2,Tracheophyta,1,1,1,1,0,0,9999-12-31
191,"Heads (2006) Seed plants of Fiji. Biological Journal of the Linnean Society 89, 407-431.",Fiji,Checklist,native,5,Spermatophyta,1,1,0,0,0,0,9999-12-31
192,"Stace, Ellis, Kent & McCosh (2003) Vice-county Census Catalogue of the vascular plants of Great Britain, the Isle of Man and the Channel Islands. Botanical Society of the British Isles, London;  UK.",British Islands,Checklist,all,2,Tracheophyta,1,1,0,0,0,0,2011-12-12
193,"Kerguelen (2005) Base de Données Nomenclaturales de la Flore de France. Available at: http://www.tela-botanica.org/page:284#, last accessed  13 January 2012.",France,Checklist,all,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
194,"Jahn & Schönfelder (1995) Exkursionsflora für Kreta. Ulmer (Eugen), Stuttgart;  Germany, 446p.","Crete, Karpathos, Kasos, Saria",Flora,all,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
195,"Conti, Abbate, Alessandrini & Blasi (2005) Annotated Checklist of the Italian Vascular Flora. Palombi Editori, Rome, Italy, 420p.",Italy,Checklist,all,2,Tracheophyta,1,1,1,1,0,0,2016-09-28
200,"University of Kent (2012) Cook Islands Biodiversity and Ethnobiology Database. Available at: http://cookislands.pacificbiodiversity.net/cibed/dbs/search.html, last accessed  12 April 2012.",Cook islands,Species Database,all,2,Tracheophyta,1,1,0,1,0,0,9999-12-31
203,"Christodoulakis (1996) The flora of Ikaria (Greece, E. Aegean Islands). Phyton 36, 63–91.",Ikaria,Flora,all,2,Tracheophyta,1,1,0,1,0,0,9999-12-31
204,"Burton (1991) A check-list and evaluation of the flora of Nisyros (Dodecanese, Greece). Willdenowia 20, 15–38.",Nisyros,Checklist,all,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
205,"Directorate of Wrangel Island Reserve (2003) Natural System of Wrangel Island Reserve. The World Heritage Committee, Paris;  France.",Wrangel Island,Checklist,native,2,Tracheophyta,1,1,0,1,0,0,9999-12-31
206,"Kamari, Phitos, Snogerup & Snogerup (1988) Flora and vegetation of Yioura, N Sporades, Greece. Willdenowia 17, 59–85.",Yioura,Checklist,all,2,Tracheophyta,1,1,0,1,0,0,9999-12-31
207,"Levin & Moran (1989) The vascular flora of Socorro, Mexico. Memoirs of the San Diego Society of Natural History 16, 1–71.",Socorro,Flora,all,2,Tracheophyta,1,1,0,1,0,0,9999-12-31
208,"Case, Cody & Ezcurra (2002) A new island biogeography of the Sea of Cortés. Oxford University Press, New York, NY, 669p.",Sea of Cortés Islands,Checklist,all,2,Tracheophyta,1,1,0,1,0,0,9999-12-31
210,"Shaw, Spear, Greve & Chown (2010) Taxonomic homogenization and differentiation across Southern Ocean Islands differ among insects and vascular plants. Journal of Biogeography 37, 217–228.",Southern Ocean Islands,Species Database,native,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
211,"Burke Museum of Natural History and Culture (2012) Russian Far East Flora Database. Available at: http://biology.burke.washington.edu/herbarium/okhotskia/search.php, last accessed  1 October 2012.",Kuril Islands,Species Database,all,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
212,"Chernyaeva (1973) Flora of Onekotan Island. Bulletin of Main Botanical Garden 87, 21–29.",Onekotan,Flora,native,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
213,"Egorova (1964) Flora of Shiashkotan Island. Bulletin of the Main Botanical Garden 54, 114–120.",Shiashkotan,Flora,native,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
214,"Morat, Jaffré, Tronchet, Munziger, Pillon, Veillon, Chalopin, Birnbaum, Rigault, Dagostini, Tinerl & Lowry II (2012) The taxonomic reference base ""Florical"" and characteristics of the native vascular flora of New Caledonia. Adansonia 34, 179–221.",New Caledonia,Checklist,native,2,Tracheophyta,1,1,0,1,1,0,2015-02-15
216,"Gerlach (2003) The biodiversity of the granitic islands of Seychelles. Phelsuma 11 (Supplement A), 1–47.",Seychelles,Checklist,all,2,Tracheophyta,1,1,0,1,0,0,9999-12-31
217,"Raulerson (2006) Checklist of plants of the Mariana Islands. University of Guam Herbarium Contribution 37, 1–69.",Marianas,Checklist,all,2,Tracheophyta,1,1,0,0,0,0,9999-12-31
218,"Kissling, Eiserhardt, Baker, Borchsenius, Couvreur, Balslev & Svenning (2012) Cenozoic imprints on the phylogenetic structure of palm species assemblages worldwide. Proceedings of the National Academy of Sciences of the United States of America 109, 7379-7384.",Various large tropical islands,Checklist,native,156,Arecaceae,1,1,0,0,0,0,9999-12-31
219,"Roux (2009) Synopsis of the Lycopodiophyta and Pteridophyta of Africa, Madagascar and neighbouring islands. South African National Biodiversity Institute, Cape Town; South Africa, 296p.",African Islands,Flora,all,4,Pteridophyta,1,1,0,1,0,0,9999-12-31
220,"Proctor (1985) Ferns of Jamaica. British Museum (Natural History), London; UK.",Jamaica,Flora,all,4,Pteridophyta,1,1,0,1,0,0,9999-12-31
223,"Proctor (1989) Ferns of Puerto Rico and the Virgin Islands. Memoirs of the New York Botanical Garden, New York, NY.",Puerto Rico and Virgin Islands,Flora,all,4,Pteridophyta,1,1,0,1,0,0,9999-12-31
224,"Iwatsuki, Yamazaki, Boufford & Ohba (1995) Flora of Japan, Vol. 1 - Pteridophyta and Gymnospermae. Kodansha, Tokyo; Japan, 302p.",Japan,Flora,all,4,Pteridophyta,1,1,0,1,0,0,9999-12-31
225,"Parris & Latiff (1997) Towards a pteridophyte flora of Malaysia. Malayan Nature Journal 50, 235-280.",Sabah and Sarawak,Checklist,all,4,Pteridophyta,1,1,0,1,0,0,9999-12-31
226,"Borges, Costa, Cunha, Gabriel, Gonçalves, Martins, Melo, Parente, Raposeiro, Rodrigues, Santos, Silva, Vieira & Vieira (2010) A list of the terrestrial and marine biota from the Azores. Princípia, Cascais, 432p.",Azores,Checklist,all,2,Tracheophyta,1,1,1,1,0,0,2014-11-27
227,"Imada (ed.) (2012) Hawaiian Native and Naturalized Vascular Plants Checklist. Hawaii Biological Survey, Bishop Museum, Honolulu; Hawai‘i.",Hawaiian Islands,Checklist,native and naturalized,2,Tracheophyta,1,1,1,1,0,0,2014-12-25
229,"Smith (1979-1996) Flora Vitiensis nova. Pacific Tropical Botanical Garden, Lawaii, Hawaii.",Fiji,Flora,all,5,Spermatophyta,1,1,1,1,1,0,2017-12-20
230,"Strahm (NA) The conservation and restoration of the flora of Mauritius and Rodrigues. Thesis, University of Reading.",Mascarenes,Checklist,all,2,Tracheophyta,1,1,1,1,0,0,2015-02-12
231,"Velarde, Wilder, Felcer & Ezcurra (2014) Floristic diversity and dynamics of Isla Rasa, Gulf of California - A globally important seabird island. Botanical Sciences 92, 89-101.",Isla Rasa,Checklist,all,2,Tracheophyta,1,1,1,1,1,0,2014-12-24
232,"Price & Wagner (2011) A phylogenetic basis for species–area relationships among three Pacific Island floras. American Journal of Botany 98, 449-459.",Society Islands,Herbarium collection,native,6,Angiospermae,1,1,0,1,0,0,2014-12-24
233,"Costion & Lorence (2012) The endemic plants of Micronesia. Micronesica 43, 51-100.",Micronesia,Checklist,endemic,2,Tracheophyta,1,1,1,1,1,0,2015-02-16
235,"Keppel (unpublished) Summary report on forests of the Mataqali Nadicake Kilaka, Kubulau district, Bua, Vanua Levu. Biology Department, University of the South Pacific.","Kilaka Reserve, Vanua Levu",Checklist,all,2,Tracheophyta,1,1,0,1,1,0,2015-08-12
236,"Keppel, Rounds & Thomas (2006) The flora, vegetation, and conservation value of mesic forest at Dogotuki, Vanua Levu, Fiji Islands. New Zealand journal of botany 44, 273-292.","Dogotuki, Vanua Levu",Checklist,other subset,2,Tracheophyta,1,1,0,0,0,0,2022-01-26
237,"Morrison, Keppel, Thomas, Rounds & Harlow (2009) Critically Endangered Fijian Crested Iguana (Brachylophus vitiensis) Shows Habitat Preference for Globally Threatened Tropical Dry Forest. Pacific Science 63, 223-242.",YaduaTaba,Checklist,all,2,Tracheophyta,1,1,0,1,0,0,2022-01-26
238,"Keppel (unpublished) Vascular plants, vegetation and conservation perspectives of Monuriki Island, Southern Mamanucas, Republic of the Fiji Islands. Biology Department, SPAS, University of the South Pacific.",Monuriki,Checklist,native,2,Tracheophyta,1,1,0,1,1,0,2022-01-26
239,"Skelin, Ljubičić, Skelin, Vitasović Kosić & Bogdanović (2014) The flora of Zečevo (Hvar Archipelago, Croatia). Agriculturae Conspectus Scientificus 79, 85-91.",Zecevo,Checklist,all,2,Tracheophyta,1,1,1,1,1,0,2015-08-12
241,"Kirchner, Gigord, Goldhaber & Gourvil (2014) Flore vasculaire de Mayotte. Conservatoire Botanique National de Mascarin, NA.",Mayotte,Red list,native,2,Tracheophyta,1,1,0,1,0,0,2021-11-23
242,"3D Environmental (unpublished) Vegetation Communities and Regional Ecosystems of The Torres Strait Islands, Queensland, Australia. Torres Strait Regional Authority Land & Sea Management Unit.",Torres Strait Islands,Report,native and naturalized,2,Tracheophyta,1,1,1,1,0,0,2016-09-22
243,3D Environmental (unpublished) Profile for management of the habitats and related ecological and cultural resource values of Warraber Island. Torres Strait Regional Authority Land & Sea Management Unit.,Warraber Island,Report,native and naturalized,2,Tracheophyta,1,1,1,1,0,0,2017-01-10
244,3D Environmental (unpublished) Profile for management of the habitats and related ecological and cultural resource values of Saibai Island. Torres Strait Regional Authority Land & Sea Management Unit.,Saibai Island,Report,native and naturalized,2,Tracheophyta,1,1,1,0,1,0,2018-11-08
245,3D Environmental (unpublished) Profile for management of the habitats and related ecological and cultural resource values of Poruma Island. Torres Strait Regional Authority Land & Sea Management Unit.,Poruma Island,Report,native and naturalized,2,Tracheophyta,1,1,1,1,0,0,2019-08-27
246,3D Environmental (unpublished) Profile for management of the habitats and related ecological and cultural resource values of Mua Island. Torres Strait Regional Authority Land & Sea Management Unit.,Mua Island,Report,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2019-08-27
247,3D Environmental (unpublished) Profile for management of the habitats and related ecological and cultural resource values of Masig Island. Torres Strait Regional Authority Land & Sea Management Unit.,Masig Island,Report,native and naturalized,2,Tracheophyta,1,1,1,1,0,0,2019-08-27
248,3D Environmental (unpublished) Profile for management of the habitats and related ecological and cultural resource values of Mabuiag Island. Torres Strait Regional Authority Land & Sea Management Unit.,Mabuiag Island,Report,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2019-08-27
249,3D Environmental (2013) Profile for management of the habitats and related ecological and cultural resource values of Iama Island. Torres Strait Regional Authority Land & Sea Management Unit.,Iama Island,Report,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2019-08-27
250,3D Environmental (2013) Profile for management of the habitats and related ecological and cultural resource values of Erub Island. Torres Strait Regional Authority Land & Sea Management Unit.,Erub Island,Report,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2019-08-27
251,3D Environmental (2013) Profile for management of the habitats and related ecological and cultural resource values of Dauan Island. Torres Strait Regional Authority Land & Sea Management Unit.,Dauan Island,Report,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2019-08-27
252,3D Environmental (2013) Profile for management of the habitats and related ecological and cultural resource values of Boigu Island. Torres Strait Regional Authority Land & Sea Management Unit.,Boigu Island,Report,native and naturalized,2,Tracheophyta,1,1,1,0,1,0,2019-08-27
253,3D Environmental (2013) Profile for management of the habitats and related ecological and cultural resource values of Badu Island. Torres Strait Regional Authority Land & Sea Management Unit.,Badu Island,Report,native and naturalized,2,Tracheophyta,1,1,1,1,0,0,2019-08-27
254,3D Environmental (unpublished) Profile for management of the habitats and related ecological and cultural resource values of Ugar Island. Torres Strait Regional Authority Land & Sea Management Unit.,Ugar Island,Report,native and naturalized,2,Tracheophyta,1,1,1,1,0,0,2019-08-27
255,"Byeon, Yun, Jung, Ji & Oh (2014) Flora of Jeokgeunsan Mountain in the Civilian Control Zone, Gangwon-do, South Korea. Journal of Asia-Pacific Biodiversity 7, 471–483.",Mer Island,Report,native and naturalized,2,Tracheophyta,1,1,1,1,0,0,2019-08-27
256,"Pandey & Diwakar (2008) An integrated checklist flora of Andaman and Nicobar Islands, India. J. Econ. Taxon. Bot 32, 403-500.",Andaman and Nicobar Islands,Checklist,all,1,Embryophyta,1,1,0,1,0,0,2015-06-01
257,"Gray, Pelembe & Stroud (2005) The conservation of the endemic vascular flora of Ascension Island and threats from alien species. Oryx 39, 449-453.",Ascension,Checklist,native and naturalized,2,Tracheophyta,1,1,1,1,1,0,2015-05-15
258,"Figueiredo, Paiva, Stevart, Oliveira & Smith (2011) Annotated catalogue of the flowering plants of São Tomé and Príncipe. Bothalia 41, 41-82.",São Tomé and Príncipe,Checklist,all,5,Spermatophyta,1,1,0,1,1,0,2015-12-17
259,"Frenot, Gloaguen, Masse & Lebouvier (2001) Human activities, ecosystem disturbance and plant invasions in subantarctic Crozet, Kerguelen and Amsterdam Islands. Biological Conservation 101, 33-50.","Crozet, Kerguelen and Amsterdam Islands",Checklist,naturalized,2,Tracheophyta,1,1,1,0,0,0,2016-01-14
260,"Velayos, Barberá, Cabezas, La Estrella, Fero & Aedo (2014) Checklist of the Vascular Plants of Annobón (Equatorial Guinea). Phytotaxa 171, 1-78.","Annobón, Equatorial Guinea",Checklist,all,2,Tracheophyta,1,1,1,1,0,0,2015-12-17
261,"Senterre, Chew & Chung (2015) Flora and vegetation of Pulau Babi Tengah, Johor, Peninsular Malaysia. Check list 11, 1714.","Pulau Babi Tengah, Johor, Malaysia",Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2016-02-02
262,"Lange (2015) The Flora and Vegetation of L’Esperance Rock,Southern Kermadec Islands. Bulletin of the Auckland Museum 20, 231–242.","L’Esperance Rock, Southern Kermadec Islands",Checklist,all,2,Tracheophyta,1,0,0,1,0,0,2016-02-02
263,"Schönfelder & Schönfelder (1997) Die Kosmos-Kanarenflora. Franckh-Kosmos, Stuttgart, 319 Sp.",Canary Islands,Flora,all,2,Tracheophyta,0,0,0,0,1,0,2016-05-13
264,"Stace, Ellis, Kent & McCosh (2003) Vice-county Census Catalogue of the vascular plants of Great Britain, the Isle of Man and the Channel Islands. Botanical Society of the British Isles, London;  UK.",Great Britain,Checklist,all,2,Tracheophyta,1,0,0,0,0,0,2011-12-12
265,"Kim, Ji, Jung, Park, Lee, Lee & Chang (2015) Flora of Vascular Plants in Deokjeokdo (Ongjin-gun) and Its Adjacent Regions, Korea. Korean Journal of Plant Resources 28, 487-510.","Deokjeokdo Island Group, South Korea",Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2016-10-05
266,"Kim, Koh, Moon, Song, Hyun, Song & Kim (2007) Flora and life form spectrum of Hallasan natural reserve, Korea. Journal of the Environmental Sciences 16, 1257-1269.","Hallasan Natural Reserve, South Korea",Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2016-10-05
267,Tela Botanica (2015) Base de données des Trachéophytes de France métropolitaine (bdtfx). Available at: http://www.tela-botanica.org/bdtfx.,Corsica,Flora,all,2,Tracheophyta,1,1,1,1,0,0,2016-05-27
268,"Pelser, Barcelona & Nickrent (2011) Co's Digital Flora of the Philippines. Available at: https://www.philippineplants.org/, last accessed  13.01.2016.",Phillipines,Species Database,native,2,Tracheophyta,1,1,0,0,0,1,2017-01-06
269,"Woodroffe (1986) Vascular plant speciesarea relationships on Nui Atoll, Tuvalu, Central Pacific: a reassessment of the small island effect. Australien Journal of Ecology 11, 21-31.",Nui Atoll,Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2017-04-12
270,"Luna-Jorquera, Fernández & Rivadeneira (2012) Determinants of the diversity of plants, birds and mammals of coastal islands of the Humboldt current systems. Biodiversity and Conservation 21, 13-32.",Humboldt Current System,Checklist,all,2,Tracheophyta,1,1,0,0,0,0,2017-04-12
271,"Amerson Jr (1975) Species Richness on the nondisturbed Northwestern Hawaiian Islands. Ecology 56, 435-44.",Hawaii sandy islands,Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2017-04-12
272,"Linhart (1980) Local biogeography of plants on a Caribbean atoll. Journal of Biogeography 7, 159-171.",Glovers Reef,Checklist,all,2,Tracheophyta,1,0,0,0,1,0,2017-04-12
273,"Abbott & Black (1980) Changes in species composition of floras on islets near Perth, Western Australia. Journal of Biogeography 7, 399-410.",Islets near Perth,Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2017-04-12
274,"Jasprica, Dolina & Milović (2015) Plant taxa and communities on three islets in south Croatia, NE Mediterranean. Natura Croatica 24, 191-213.",Adria,Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2017-04-12
275,"Pandža & Skvorc (2002) The flora of some uninhabited Sibenik Archipelago islands (Dalmatia, Croatia). Natura Croatica 11, 367-385.",Adria,Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2017-04-12
276,"Pandža (2002) Flora of the small islands of Murter. Natura Croatica 11, 77-101.",Adria,Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2017-04-12
277,"Pandža (2003) Flora of the island of Zirje and the small islands around it (eastern Adriatic coast, Croatia). Acta Botica Croatia 62, 115-139.",Adria,Checklist,all,2,Tracheophyta,1,1,1,0,1,0,2017-04-12
278,"Pandža & Milović (2015) Flora of the islets near Pakoštane (Dalmatia, Croatia). Natura Croatica 24, 19-35.",Adria,Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2017-04-12
279,"Pandža, Milović, Kripina & Tafra (2011) Vascular flora of the Vrgada islets (Zadar Archipelago, Eastern Adriatic). Natura Croatica 20, 97-116.",Adria,Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2017-04-12
280,"Pandža & Milović (2015) Flora of the Veliki Lagan and Mali Lagan islets (Dugi Otok island, Croatia). Natura Croatica 24, 215-222.",Adria,Checklist,all,2,Tracheophyta,1,1,0,0,1,0,2017-04-12
281,"Whistler (2012) Botanical survey of the Ringgold Islands, Fiji. Allertonia 11, 1-28.",Ringgold islands,Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2017-04-26
282,"Court & Hardacre, A. K., Lynch, P.A. (1973) The vegetation of the aldermen islands: a reappraisal. TANE NA, 41-60.",Alderman Group,Checklist,native and naturalized,2,Tracheophyta,1,1,1,0,0,0,2017-12-20
283,"Taylor, Lovegrove, Miskelly, CM, McFadden, I & Whitaker (1987) An ecological survey of small islands in the Mercury Group. TANE 32, 151-167.",Small islands Mercury Group,Survey,native,2,Tracheophyta,1,1,0,0,0,0,2017-12-21
